|       | symbol   | companyName                                                                                                                                                      | currency   | exchange                     | exchangeShortName   | country   | state                     |
|  8666 | OTLKW    | Outlook Therapeutics, Inc. - Se                                                                                                                                  | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8667 | THWWW    | Target Hospitality Corp.                                                                                                                                         | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8668 | NEWTL    | Newtek Business Services Corp.                                                                                                                                   | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8669 | BCDAW    | BioCardia, Inc.                                                                                                                                                  | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8670 | KERNW    | Akerna Corp.                                                                                                                                                     | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8671 | EMMAW    | Emmaus Life Sciences, Inc.                                                                                                                                       | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8672 | AGBAW    | AGBA Acquisition Limited                                                                                                                                         | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8673 | IMACW    | IMAC Holdings, Inc.                                                                                                                                              | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8674 | PNNTG    | PennantPark Investment Corporat                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8675 | FDUSG    | Fidus Investment Corporation 5.375% Notes Due 2024                                                                                                               | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8676 | RILYN    | B. Riley Financial, Inc. - 6.50                                                                                                                                  | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8677 | OFSSI    | Ofs Capital Corp 5.95% Notes Due 2026                                                                                                                            | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8678 | ZJZZT    | ZJZZT                                                                                                                                                            | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8679 | BSMO     | Invesco BulletShares (R) 2024 Municipal Bond ETF                                                                                                                 | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8680 | ZIONL    | Zions Bancorporation N.A. - 6.9                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8681 | GLADL    | Gladstone Capital Corporation -                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8682 | DHCNI    | Diversified Healthcare Trust  -                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8683 | JMPNL    | JMP Group LLC - 7.25% Senior No                                                                                                                                  | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8684 | SSPKW    | Silver Spike Acquisition Corp.                                                                                                                                   | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8685 | VERBW    | Verb Technology Company, Inc.                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8686 | ANDAW    | Andina Acquisition Corp. III                                                                                                                                     | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8687 | SHIPZ    | Seanergy Maritime Holdings Corp.                                                                                                                                 | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8688 | CNFRL    | Conifer Holdings, Inc. - Senior                                                                                                                                  | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8689 | DWEQ     | AdvisorShares Dorsey Wright Alpha Equal Weight ETF                                                                                                               | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8690 | BSMT     | Invesco BulletShares 2029 Municipal Bond ETF                                                                                                                     | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8691 | BSMR     | Invesco BulletShares (R) 2027 Municipal Bond ETF                                                                                                                 | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8692 | BSMQ     | Invesco BulletShares (R) 2026 Municipal Bond ETF                                                                                                                 | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8693 | DWUS     | AdvisorShares Dorsey Wright FSM US Core ETF                                                                                                                      | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8694 | FLMNW    | Falcon Minerals Corporation WT EXP 072122                                                                                                                        | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8695 | JMPNZ    | JMP Group LLC - 6.875% Senior N                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8696 | LMRKN    | Landmark Infrastructure Partners LP                                                                                                                              | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8697 | DWAW     | AdvisorShares Dorsey Wright FSM All Cap World ETF                                                                                                                | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8698 | RILYO    | B. Riley Financial, Inc. - 6.75                                                                                                                                  | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8699 | ADNWW    | AMCI Acquisition Corp.                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8700 | RILYI    | B. Riley Financial, Inc. - 6.87                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8701 | THBRW    | Thunder Bridge Acquisition II, Ltd.                                                                                                                              | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8702 | BWL-A    | Bowl America Inc                                                                                                                                                 | USD        | NYSE American                | AMEX                | US        | VIRGINIA                  |
|  8703 | SCCB     | 378                                                                                                                                                              | USD        | NYSE American                | AMEX                | US        |                           |
|  8704 | LTSK     | LADENBURG THALMANN FINL SERVS I                                                                                                                                  | USD        | NYSE American                | AMEX                | US        |                           |
|  8705 | LTSF     | Ladenburg Thalmann Financial Services Inc. 7.00% SN NT 28                                                                                                        | USD        | NYSE American                | AMEX                | US        |                           |
|  8706 | LTSH     | LADENBURG THALMANN FINL SERVS I                                                                                                                                  | USD        | NYSE American                | AMEX                | US        |                           |
|  8707 | KLR      | Kaleyra, Inc.                                                                                                                                                    | USD        | NYSE American                | AMEX                | IT        | MILANO                    |
|  8708 | SACC     | Sachem Capital Corp. 6.875% Not                                                                                                                                  | USD        | NYSE American                | AMEX                | US        |                           |
|  8709 | EQX      | Equinox Gold Corp.                                                                                                                                               | USD        | NYSE American                | AMEX                | CA        | BRITISH COLUMBIA          |
|  8710 | BRBS     | Blue Ridge Bankshares, Inc.                                                                                                                                      | USD        | NYSE American                | AMEX                | US        | VIRGINIA                  |
|  8711 | CLFFX    | Clifford Capital Partners Fund Investor Class                                                                                                                    | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8712 | HBLRX    | The Hartford Balanced Income Fund Class R3                                                                                                                       | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8713 | FFTHX    | Fidelity Freedom 2035 Fund                                                                                                                                       | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8714 | HBLTX    | The Hartford Balanced Income Fund Class R5                                                                                                                       | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8715 | HBLVX    | The Hartford Balanced Income Fund Class R6                                                                                                                       | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8716 | MTILX    | Morgan Stanley Institutional Fund, Inc. Global Infrastructure Portfolio Class L                                                                                  | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8717 | JLVZX    | JPMorgan Large Cap Value Fund Class R2                                                                                                                           | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8718 | BDSCX    | BlackRock Advantage Small Cap Core Fund Investor C Shares                                                                                                        | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8719 | LMIYX    | Lord Abbett Micro Cap Growth Fund Class I                                                                                                                        | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8720 | OLVAX    | JPMorgan Large Cap Value Fund Class A                                                                                                                            | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8721 | DCINX    | Dunham International Stock Fund Class C                                                                                                                          | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8722 | MSGTX    | Morgan Stanley Institutional Fund, Inc. Global Infrastructure Portfolio Class C                                                                                  | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8723 | HILRX    | Hartford International Value Fund Class R3                                                                                                                       | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8724 | SWFCX    | Touchstone International Equity Fund Class C                                                                                                                     | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8725 | HLQVX    | JPMorgan Large Cap Value Fund Class I                                                                                                                            | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8726 | DRNYX    | BNY Mellon New York Tax Exempt Bond Fund, Inc.                                                                                                                   | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8727 | FNMIX    | Fidelity New Markets Income Fund                                                                                                                                 | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8728 | JLVMX    | JPMorgan Large Cap Value Fund Class R6                                                                                                                           | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8729 | AMCCX    | American Beacon Mid-Cap Value Fund C Class                                                                                                                       | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8730 | VMRGX    | Vanguard Morgan Growth Fund                                                                                                                                      | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8731 | SFECX    | Guggenheim StylePlus - Large Core Fund Class C                                                                                                                   | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8732 | NSEPX    | Columbia Select Large Cap Equity Fund Institutional Class                                                                                                        | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8733 | EIPIX    | EIP Growth and Income Fund Class I                                                                                                                               | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8734 | EIPFX    | EIP Growth and Income Fund Investor Class                                                                                                                        | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8735 | NSGAX    | Columbia Select Large Cap Equity Fund Class A                                                                                                                    | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8736 | ILLLX    | Transamerica Capital Growth Fund Class C                                                                                                                         | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8737 | GEDIX    | GMO Emerging Domestic Opportunities Fund Class IV                                                                                                                | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8738 | GSMJX    | GMO SGM Major Markets Fund Class IV                                                                                                                              | USD        | Nasdaq Capital Market        | MUTUAL_FUND         | US        |                           |
|  8739 | CBECX    | Wells Fargo C&B Large Cap Value Fund - Class C                                                                                                                   | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8740 | STARX    | Astor Sector Allocation Fund Class I                                                                                                                             | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8741 | TDEYX    | Touchstone Anti-Benchmark US Core Equity Fund - Y                                                                                                                | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8742 | COTZX    | Columbia Thermostat Fund Institutional Class                                                                                                                     | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8743 | MCMVX    | Monongahela All Cap Value Fund                                                                                                                                   | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8744 | NCVLX    | Nuance Concentrated Value Fund Institutional Class                                                                                                               | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8745 | CBLSX    | Wells Fargo C&B Large Cap Value Fund - Class Inst                                                                                                                | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8746 | TDELX    | Touchstone Anti-Benchmark US Core Equity Fund - I                                                                                                                | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8747 | CBLLX    | Wells Fargo C&B Large Cap Value Fund - Class Admin                                                                                                               | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8748 | TDEAX    | Touchstone Anti-Benchmark US Core Equity Fund - A                                                                                                                | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8749 | HCXZ     | Hercules Capital, Inc.                                                                                                                                           | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8750 | HCXY     | Hercules Capital, Inc.                                                                                                                                           | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8751 | NTEST    | Tick Pilot Test Sym-Control                                                                                                                                      | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8752 | ENBA     | Enbridge Inc. 6.375 SNT18 B 78                                                                                                                                   | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8753 | NRUC     | National Rural Utilities Cooper                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8754 | IFFT     | International Flavors & Fragrances Inc.                                                                                                                          | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8755 | PRS      | Prudential Financial, Inc. 5.62                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8756 | SREA     | SEMPRA ENERGY                                                                                                                                                    | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8757 | SAF      | Saratoga Investment Corp 6.25%                                                                                                                                   | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8758 | AWAY     | ETFMG Travel Tech ETF                                                                                                                                            | USD        | NYSE American                | NYSE                | US        |                           |
|  8759 | AFGC     | American Financial Group, Inc.                                                                                                                                   | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8760 | AEFC     | Aegon Funding Company LLC                                                                                                                                        | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8761 | AQNB     | Algonquin Power & Utilities Cor                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8762 | AQNA     | Algonquin Power & Utilities Cor                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8763 | CMSD     | CMS Energy Corporation 5.875% J                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8764 | CMSC     | CMS Energy Corporation 5.875% J                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8765 | UNMA     | Unum Group 6.250% JR NT58                                                                                                                                        | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8766 | SJIU     | South Jersey Industries, Inc. CORP UNITS                                                                                                                         | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8767 | UZB      | United States Cellular Corporation SR NT 120163                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8768 | ARGD     | Argo Group US, Inc. 6.5% SR NTS 42                                                                                                                               | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8769 | CUBB     | Customers Bancorp, Inc 5.375% S                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8770 | DUKB     | Duke Energy Corporation 5.625%                                                                                                                                   | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8771 | ECCX     | Eagle Point Credit Company Inc. 6.6875% NT 28                                                                                                                    | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8772 | WTRU     | Aqua America, Inc.                                                                                                                                               | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8773 | MGR      | Affiliated Managers Group, Inc.                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8774 | BSA      | BrightSphere Investment Group plc                                                                                                                                | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8775 | TBC      | AT&T Inc. 5.625% Global Notes d                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8776 | AFGE     | American Financial Group, Inc.                                                                                                                                   | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8777 | AFGB     | American Financial Group, Inc.                                                                                                                                   | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8778 | RCB      | Ready Capital Corporation                                                                                                                                        | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8779 | RCA      | Ready Capital Corporation 7.00%                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8780 | PBC      | Prospect Capital Corporation 6.                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8781 | PBY      | Prospect Capital Corporation                                                                                                                                     | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8782 | SOLN     | Southern Company (The) 2019 Ser                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8783 | QVCD     | QVC, Inc. 6.375% Senior Secured                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8784 | AIC      | Arlington Asset Investment Corp. 6.75% SR NT 25                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8785 | DTP      | DTE Energy Company 6.25% Corpor                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8786 | ESNG     | Direxion MSCI USA ESG - Leaders vs. Laggards ETF                                                                                                                 | USD        | NYSE American                | NYSE                | US        |                           |
|  8787 | ELAT     | Elanco Animal Health Incorporat                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8788 | GSLD     | Global Ship Lease, Inc. 8.00% S                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8789 | SOJD     | Southern Company (The) Series 2                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8790 | QVCC     | QVC, Inc. 6.250% Senior Secured                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8791 | NFH      | New Frontier Health Corporation                                                                                                                                  | USD        | New York Stock Exchange      | NYSE                | CN        | BEIJING                   |
|  8792 | SJIJ     | South Jersey Industries, Inc                                                                                                                                     | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8793 | SWT      | Stanley Black & Decker Inc                                                                                                                                       | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8794 | DLY      | DoubleLine Yield Opportunities Fund                                                                                                                              | USD        | New York Stock Exchange      | NYSE                | US        | CALIFORNIA                |
|  8795 | ATCO     | Atlas Corp.                                                                                                                                                      | USD        | New York Stock Exchange      | NYSE                | CA        | BRITISH COLUMBIA          |
|  8796 | DFNS     | LGL Systems Acquisition Corp.                                                                                                                                    | USD        | New York Stock Exchange      | NYSE                | US        | NEVADA                    |
|  8797 | SBSW     | Sibanye Stillwater Limited                                                                                                                                       | USD        | New York Stock Exchange      | NYSE                | ZA        |                           |
|  8798 | RESP     | WisdomTree U.S. ESG Fund                                                                                                                                         | USD        | New York Stock Exchange      | NYSE                | US        |                           |
|  8799 | TT       | Trane Technologies plc                                                                                                                                           | USD        | New York Stock Exchange      | NYSE                | IE        | DUBLIN                    |
|  8800 | GFLU     | GFL Environmental Inc.                                                                                                                                           | USD        | New York Stock Exchange      | NYSE                | CA        | ON                        |
|  8801 | GFL      | GFL Environmental Inc.                                                                                                                                           | USD        | New York Stock Exchange      | NYSE                | CA        | ONTARIO                   |
|  8802 | ALTG     | Alta Equipment Group Inc.                                                                                                                                        | USD        | New York Stock Exchange      | NYSE                | US        | MICHIGAN                  |
|  8803 | SCVX     | SCVX Corp.                                                                                                                                                       | USD        | New York Stock Exchange      | NYSE                | US        | WASHINGTON DC             |
|  8804 | ZCMD     | Zhongchao Inc.                                                                                                                                                   | USD        | Nasdaq Global Select         | NASDAQ              | CN        | SHANGHAI                  |
|  8805 | SNUG     | Alpha Architect Merlyn.AI Tactical Growth and Income ETF                                                                                                         | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  8806 | ESSCU    | East Stone Acquisition Corporation                                                                                                                               | USD        | Nasdaq Capital Market        | NASDAQ              | US        | MA                        |
|  8807 | IBTB     | iShares iBonds Dec 2022 Term Treasury ETF                                                                                                                        | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8808 | IBTF     | iShares iBonds Dec 2025 Term Treasury ETF                                                                                                                        | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8809 | IBTI     | iShares iBonds Dec 2028 Term Treasury ETF                                                                                                                        | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8810 | IBTJ     | iShares iBonds Dec 2029 Term Treasury ETF                                                                                                                        | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8811 | LUMO     | Lumos Pharma, Inc.                                                                                                                                               | USD        | Nasdaq Global Market         | NASDAQ              | US        | TEXAS                     |
|  8812 | GDYN     | Grid Dynamics Holdings, Inc.                                                                                                                                     | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  8813 | DFPHU    | DFP Healthcare Acquisitions Corp.                                                                                                                                | USD        | Nasdaq Global Select         | NASDAQ              | US        | NY                        |
|  8814 | IBTH     | iShares iBonds Dec 2027 Term Treasury ETF                                                                                                                        | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8815 | IBTG     | iShares iBonds Dec 2026 Term Treasury ETF                                                                                                                        | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  8816 | IGICW    | International General Insurance Holdings Ltd.                                                                                                                    | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8817 | IGIC     | International General Insurance Holdings Ltd.                                                                                                                    | USD        | Nasdaq Capital Market        | NASDAQ              | JO        |                           |
|  8818 | GDYNW    | Grid Dynamics Holdings, Inc.                                                                                                                                     | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  8819 | ESSC     | East Stone Acquisition Corporation                                                                                                                               | USD        | Nasdaq Capital Market        | NASDAQ              | CN        | BEIJING                   |
|  8820 | ESSCR    | East Stone Acquisition Corporation                                                                                                                               | USD        | New York Stock Exchange      | NYSE                | US        |                           |
